Name,Platform,Release_year,Genre,Publisher,Rating
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,THQ,
DiRT 2,DS,2009,Racing,Codemasters,73
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games,
Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,
Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,
Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,74
MTV Sports: Pure Ride,PS,2000,Sports,THQ,70
Burning Road,PS,1996,Racing,FunSoft,
Sonic Adventure 2,DC,2001,Platform,Sega,89
IndyCar Series,PS2,2003,Racing,Codemasters,69
Slayers,SNES,1994,Role-Playing,Banpresto,
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,
Space Chimps,PS2,2008,Platform,Brash Entertainment,
Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,
Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,39
Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,65
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,45
The Daring Game for Girls,DS,N/A,Adventure,Unknown,
Yakuza Kiwami,PS3,2016,Adventure,Sega,
DreamWorks Super Star Kartz,3DS,2011,Racing,Activision,
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,83
Ultimate Card Games,GBA,2003,Misc,Telegames,87
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,Konami Digital Entertainment,
NBA 2K17,X360,2016,Sports,Take-Two Interactive,
Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,64
Overlord: Raising Hell,PS3,2008,Action,Codemasters,72
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,Adventure,Konami Digital Entertainment,
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,36
Mountain Sports,Wii,2009,Sports,Activision,
Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,63
Skylanders: SuperChargers,3DS,2015,Action,Activision,
Monster Jam: Path of Destruction,X360,2010,Racing,Activision,
The Bible Game,GBA,2005,Misc,Crave Entertainment,
NFL Head Coach,XB,2006,Sports,Electronic Arts,69
Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,
Medarot 4: Kabuto / Kuwagata Version,GB,2001,Role-Playing,Imagineer,
Deca Sports Extreme,3DS,2011,Sports,Hudson Soft,52
Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,
Major League Baseball 2K6,PSP,N/A,Sports,Unknown,69
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,Namco Bandai Games,
Deepak Chopra's Leela,X360,2011,Misc,THQ,
"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005,Platform,Midway Games,
Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,65
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,
Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,76
Akuji the Heartless,PS,1998,Platform,Eidos Interactive,
NBA 2K2,GC,2002,Sports,Sega,90
Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,
Psychonauts,XB,2005,Platform,THQ,88
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,
Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,36
Uta no * Prince-Sama: All Star,PSP,2013,Action,Broccoli,
HardBall 5,PS,1996,Sports,SPS,
Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,Playlogic Game Factory,39
MLB Inside Pitch 2003,XB,2003,Sports,Microsoft Game Studios,
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,
Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,59
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,74
Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,
nail'd,PS3,2010,Racing,Deep Silver,66
Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment,59
Lost Magic,DS,2006,Role-Playing,Ubisoft,68
A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games,
Jaws: Ultimate Predator,3DS,2011,Action,Majesco Entertainment,
Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,50
Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,Konami Digital Entertainment,
Rock Band: Metal Track Pack,PS3,2009,Misc,MTV Games,
Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,75
Barbie as The Island Princess,PS2,2007,Adventure,Activision,
Crime Killer,PS,1998,Racing,Interplay,
Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,
Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive,43
Raiden IV,X360,2008,Shooter,Moss,63
MX vs. ATV Untamed,DS,2007,Racing,THQ,61
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,75
SD Gundam G Generation-F.I.F,PS,2001,Strategy,Namco Bandai Games,
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,
Rubik's World,DS,2008,Puzzle,Game Factory,66
Zenses: Ocean,DS,2008,Puzzle,Game Factory,56
Phantasy Star Universe,X360,2006,Role-Playing,Sega,64
Peggle: Dual Shot,DS,2009,Puzzle,PopCap Games,84
NPPL: Championship Paintball 2009,Wii,2008,Shooter,Activision Value,
Spider-Man: Edge of Time,3DS,2011,Action,Activision,50
Cruis'n,Wii,2007,Racing,Midway Games,25
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,73
Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,
Castlevania: Curse of Darkness,XB,2005,Action,Konami Digital Entertainment,74
SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,53
Love Live! School Idol Paradise,PSV,2014,Misc,Kadokawa Games,
Lost Planet 3,X360,2013,Shooter,Capcom,58
Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,64
The Clique: Diss and Make Up,DS,2009,Adventure,Warner Bros. Interactive Entertainment,
Mobil 1 Rally Championship,PS,2000,Racing,Electronic Arts,
USA Today Crossword Challenge,DS,2008,Puzzle,Destineer,
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002,Fighting,Spike,
Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,72
Charm Girls Club: My Perfect Prom,DS,2009,Simulation,Electronic Arts,
Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment,61
Rugrats: Totally Angelica,PS,2001,Adventure,THQ,
Nightshade,PS2,2003,Action,Sega,68
Brunswick Pro Bowling,3DS,2011,Sports,Crave Entertainment,
CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft,45
Wipeout 2,PS3,2011,Misc,Activision,
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,77
Ultimate Puzzle Games: Sudoku Edition,DS,2007,Puzzle,Telegames,
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games,73
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,55
Hanagumi Taisen Columns,SAT,1997,Puzzle,Sega,
Tropico 5,PC,2014,Simulation,Kalypso Media,75
Tales of Destiny 2,PSP,2007,Role-Playing,Namco Bandai Games,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,57
Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,54
Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft,
The Price is Right: Decades,Wii,2011,Misc,Ubisoft,
Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,
Dragon Ball: Origins,DS,2008,Action,Atari,78
Jikkyou Powerful Pro Baseball 2016,PS3,2016,Sports,Konami Digital Entertainment,
FIFA 17,PC,2016,Sports,Electronic Arts,84
After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,
UN Squadron,SNES,1991,Shooter,Capcom,
Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,
Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,
Dora the Explorer: Journey to the Purple Planet,GC,2005,Adventure,Global Star,
Lunar 2: Eternal Blue,SAT,1998,Role-Playing,Kadokawa Shoten,
NHL Powerplay '96,PS,1996,Sports,Virgin Interactive,
Thousand Arms,PS,1998,Role-Playing,Atlus,
Arctic Thunder,XB,2001,Racing,Midway Games,57
Barnyard,GC,2006,Action,THQ,66
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013,Misc,Ubisoft,
Stolen Song,PS,1998,Adventure,Sony Computer Entertainment,
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,66
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy,
Madden NFL 17,PS3,2016,Sports,Electronic Arts,
Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,63
My Chinese Coach,DS,2008,Misc,Ubisoft,
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,68
DEATH NOTE: Kira Game,DS,2007,Adventure,Konami Digital Entertainment,
Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,54
Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,Misc,D3Publisher,
ASH: Archaic Sealed Heat,DS,2007,Role-Playing,Nintendo,
DreamWorks Super Star Kartz,PS3,2011,Racing,Activision,
Dorabase 2: Nettou Ultra Stadium,DS,2009,Sports,Namco Bandai Games,
Where the Wild Things Are,Wii,2009,Platform,Warner Bros. Interactive Entertainment,65
Center Ring Boxing,SAT,1994,Fighting,JVC,
NHL 2K3,XB,2002,Sports,Sega,89
Die Hard: Vendetta,GC,2002,Shooter,NDA Productions,54
F1 2002,PS2,2002,Racing,Electronic Arts,81
Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,74
FIFA Soccer,PSP,2005,Sports,Electronic Arts,73
Cabela's North American Adventures,PS3,2010,Sports,Activision,
Darkspore,PC,2011,Role-Playing,Electronic Arts,65
Self-Defense Training Camp,X360,2011,Sports,Ubisoft,21
Sphinx and the Cursed Mummy,XB,2003,Action,THQ,79
Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Adventure,Foreign Media Games,55
Dynasty Warriors 8: Xtreme Legends,PSV,2013,Action,Tecmo Koei,
GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,77
Yakuza,PS3,2012,Action,Sega,
Karaoke Revolution Presents American Idol Encore 2,PS3,2008,Misc,Konami Digital Entertainment,
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,70
DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,
Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,68
Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,59
SplashDown,XB,2002,Racing,Atari,78
18 Wheels of Steel: Extreme Trucker 2,PC,2011,Racing,Rondomedia,
Nobunaga no Yabou: Tenshoki,SAT,1995,Strategy,Tecmo Koei,
F1 Racing Championship,PS,2000,Racing,Video System,
Dead Man's Hand,XB,2004,Shooter,Atari,62
Smash Cars,PS2,2003,Racing,Metro 3D,67
NASCAR 07,PS2,2006,Racing,Electronic Arts,68
Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ,
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,66
Lost Horizon,PC,2010,Adventure,Deep Silver,77
SingStar Latino,PS3,2009,Misc,Sony Computer Entertainment,
NFL Tour,PS3,2008,Sports,Electronic Arts,45
Minute to Win It,DS,2010,Misc,Zoo Games,
Rugby 15,PS4,2015,Sports,Bigben Interactive,19
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,Konami Digital Entertainment,
Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,
Dokapon Kingdom,PS2,2007,Role-Playing,Sting,61
ToeJam & Earl III: Mission to Earth,XB,2002,Action,Sega,
Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,74
Phantasy Star Collection,GBA,2002,Role-Playing,Atari,76
Doukoku Shoshite...,SAT,1998,Adventure,Data East,
LEGO Knights' Kingdom,GBA,2004,Action,THQ,62
Final Fantasy III,PSP,2012,Role-Playing,Square Enix,
Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,
Disney Art Academy,3DS,2016,Action,Nintendo,72
A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,50
MySims SkyHeroes,PS3,2010,Action,Electronic Arts,62
Persona 5,PS3,2016,Role-Playing,Unknown,
Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,71
Retro Game Challenge,DS,2007,Action,Namco Bandai Games,77
NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,49
Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,
Shining Force NEO,PS2,2005,Role-Playing,Sega,69
Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo,
Army Men: Sarge's War,XB,2004,Shooter,Global Star,44
Primal Rage,PS,1994,Fighting,Time Warner Interactive,
FIFA Street 2,GC,2006,Sports,Electronic Arts,63
Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,
Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive,45
Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,55
Taito Legends,PS2,2005,Misc,Empire Interactive,68
Mechanic Master,DS,2008,Puzzle,Midway Games,76
Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,68
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft,76
Pac 'n Roll,DS,2005,Platform,Namco Bandai Games,72
Animal Genius,DS,2007,Puzzle,Ubisoft,
BoomBots,PS,1999,Fighting,SouthPeak Games,
NFL Head Coach 09,X360,2008,Sports,Electronic Arts,67
Star Trek: Conquest,PS2,N/A,Strategy,Bethesda Softworks,54
Blood Drive,X360,2010,Racing,Activision,40
World Championship Rugby,PS2,2004,Sports,Acclaim Entertainment,
The Price is Right: Decades,X360,2011,Misc,Ubisoft,
Phantom Dust,XB,2004,Action,Microsoft Game Studios,81
Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems,
Shin Sangoku Musou: Multi Raid 2,PSP,2010,Action,Tecmo Koei,
Growlanser Generations,PS2,2003,Role-Playing,Atlus,81
Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,
Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,54
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,67
Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,74
Samurai Warriors 4-II,PS3,2015,Action,Tecmo Koei,
Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,
The Lord of the Rings: Aragorn's Quest,DS,2010,Action,Warner Bros. Interactive Entertainment,
Cold Winter,PS2,2005,Shooter,Vivendi Games,73
Ring of Red,PS2,2000,Strategy,Konami Digital Entertainment,82
International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,
Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ,75
Batman: Dark Tomorrow,XB,2003,Action,Kemco,25
Girl Time,DS,2009,Simulation,THQ,
Ping Pals,DS,2004,Misc,THQ,28
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,75
Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,
18 Wheeler: American Pro Trucker,GC,2002,Racing,Acclaim Entertainment,52
Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,
The King of Fighters '99,PS,2000,Fighting,SNK,
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,Namco Bandai Games,
Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment,
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998,Adventure,Sega,
Split/Second,PSP,2010,Racing,Disney Interactive Studios,63
Warhammer: Battle March,X360,2008,Strategy,Deep Silver,55
Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,67
The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,63
Super Swing Golf Season 2,Wii,2007,Sports,Rising Star Games,70
Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,44
Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,
Desktop Tower Defense,DS,2009,Strategy,THQ,
Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,
Spy vs Spy,XB,2005,Action,Global Star,53
Coraline,PS2,2009,Action,D3Publisher,39
Sega Touring Car Championship,SAT,1996,Racing,Sega,
Cold Fear,PS2,2005,Action,Ubisoft,68
Zangeki no Reginleiv,Wii,2010,Action,Nintendo,
Zubo,DS,2008,Misc,Electronic Arts,75
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito,
My SAT Coach with The Princeton Review,DS,2008,Misc,Ubisoft,
NHL Hitz 20-03,XB,2002,Sports,Midway Games,81
Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,From Software,48
The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,65
Gun Metal,XB,2002,Shooter,Rage Software,63
Funky Barn,3DS,2012,Simulation,Ubisoft,
Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,
Cory in the House,DS,2007,Action,Disney Interactive Studios,
Pro Yaky? Spirits 5,PS3,2008,Sports,Konami Digital Entertainment,
BloodRayne,GC,2002,Shooter,Universal Interactive,73
MotoGP 14 ,PS3,2014,Racing,Milestone S.r.l.,
Metal Slug 4 & 5,PS2,2005,Shooter,SNK Playmore,
ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,43
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,69
Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,51
Toukiden 2,PSV,2016,Action,Tecmo Koei,
TMNT,PSP,2007,Action,Ubisoft,37
J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami Digital Entertainment,
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,63
Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment,
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,
Pocket Pets,DS,2007,Simulation,O3 Entertainment,
Pac-Man Pinball Advance,GBA,2005,Misc,Zoo Digital Publishing,52
Yu Yu Hakusho: Tournament Tactics,GBA,2004,Strategy,Atari,
Home Run King,GC,2002,Sports,Sega,66
To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,
WWE All Stars,PS2,2011,Fighting,THQ,
MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,80
Dementium II,DS,2010,Shooter,SouthPeak Games,75
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,Misc,Sega,
GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,58
Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo,
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,82
AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,66
Tokimeki Memorial: Girl's Side 2nd Season,DS,2008,Adventure,Konami Digital Entertainment,
Disney's Peter Pan: Return to Never Land,GBA,2002,Platform,Ubisoft,
Pimp My Ride,Wii,2008,Racing,Activision,26
The Fairly Odd Parents: Breakin Da Rules,XB,2003,Platform,THQ,
Capcom vs. SNK 2 EO,GC,2002,Fighting,Capcom,68
Hot Wheels Velocity X,GC,2002,Racing,THQ,55
Open Season,X360,2006,Platform,Ubisoft,59
Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,
de Blob 2,DS,2011,Platform,THQ,75
Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,51
Fabulous Finds,DS,2009,Puzzle,ValuSoft,
Let's Play Garden,DS,2010,Simulation,Deep Silver,
EA Replay,PSP,2006,Action,Electronic Arts,56
Contra Advance: The Alien Wars EX,GBA,2002,Shooter,Konami Digital Entertainment,70
Jake Hunter Detective Story: Memories of the Past,DS,2007,Adventure,PQube,72
Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,
LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,Warner Bros. Interactive Entertainment,70
Space Chimps,X360,2008,Platform,Brash Entertainment,57
FIFA Soccer 06,PSP,2005,Sports,Electronic Arts,77
JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,41
The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision,
Army Men: RTS,PS2,2002,Strategy,3DO,68
Mobile Suit Gundam: MS Sensen 0079,Wii,2007,Simulation,Namco Bandai Games,
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,75
Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,68
The Settlers,DS,2007,Action,Ubisoft,39
Stronghold,PC,2001,Strategy,Gathering of Developers,81
NCIS 3D,3DS,2011,Adventure,Ubisoft,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,THQ,
Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,71
Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,
Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,77
ESPN NHL Hockey,XB,2003,Sports,Sega,88
Monster Lab,PS2,2008,Role-Playing,Eidos Interactive,
Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment,
John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,58
XXX,GBA,2002,Action,Activision,50
Maximum Force,PS,1997,Shooter,GT Interactive,
Get Up and Dance,Wii,2011,Misc,O-Games,
Truth or Lies,X360,2010,Misc,THQ,28
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,63
Guitar Rock Tour,DS,2007,Misc,Gameloft,60
Puzzler World 2,DS,2010,Puzzle,Ubisoft,
Project: Snowblind,XB,2005,Action,Eidos Interactive,79
Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,56
Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,62
Surf's Up,PSP,2007,Sports,Ubisoft,
Brave Story: New Traveler (US sales),PSP,2006,Role-Playing,Sony Computer Entertainment,
Cake Mania,DS,2007,Puzzle,Majesco Entertainment,55
Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,76
Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,
Kouchuu Ouja Mushi King: Super Collection,DS,2007,Action,Sega,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,THQ,
Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive,
Pac-Man World 2,GBA,2005,Action,Zoo Digital Publishing,
Odama,GC,2006,Misc,Nintendo,62
PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,70
Mobile Light Force 2,PS2,2002,Shooter,Taito,59
Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,67
Soma Bringer,DS,2008,Role-Playing,Nintendo,
Paws & Claws Pet Vet: Australian Adventures,DS,2009,Simulation,THQ,
Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,
Go! Sudoku (JP sales),PSP,2005,Puzzle,Sony Computer Entertainment,
Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,51
The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,71
Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,72
Top Gear Rally 2,N64,1999,Racing,Kemco,
Chopper Attack,N64,1997,Action,GT Interactive,
Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,
Fighting Force 64,N64,1999,Action,Crave Entertainment,
Lunacy,SAT,1996,Adventure,Sega,
Snowboard Kids 2,N64,1999,Sports,Atlus,
Batman & Robin,PS,1998,Action,Acclaim Entertainment,
Tonic Trouble,N64,1999,Platform,Ubisoft,
Nuclear Strike 64,N64,1999,Simulation,THQ,
Chameleon Twist,N64,1997,Platform,Sunsoft,
DualPenSports,3DS,2011,Sports,Namco Bandai Games,58
Grease,DS,2010,Misc,505 Games,
The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,70
The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,59
Bodycount,PS3,2011,Shooter,Codemasters,50
Street Fighter Collection,SAT,1996,Fighting,Capcom,
Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,60
Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,76
Winter Stars,Wii,2011,Sports,Deep Silver,
Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,
Planet 51,PS3,2009,Action,Sega,50
GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment,73
Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment,
Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist,
Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,35
Top Angler: Real Bass Fishing,PS2,2002,Sports,Xicat Interactive,
Eragon,PSP,2006,Action,Vivendi Games,59
Breakout,PS,1999,Puzzle,Hasbro Interactive,
AKB48+Me,3DS,2012,Action,Unknown,
Alias,PS2,2004,Action,Acclaim Entertainment,64
Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,
Calling,Wii,2009,Adventure,Konami Digital Entertainment,49
Yomawari,PSV,2015,Adventure,Nippon Ichi Software,
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,50
Pinball Hall of Fame: The Williams Collection,PSP,2008,Misc,System 3 Arcade Software,78
Spyborgs,Wii,2009,Action,Capcom,66
ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,
Outlaw Golf: Nine Holes of Christmas,XB,2002,Sports,Simon & Schuster Interactive,
Invizimals: The Lost Tribes,PSP,2011,Action,Sony Computer Entertainment,
NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,65
Bodycount,X360,2011,Shooter,Codemasters,53
X-Men: Next Dimension,XB,2002,Fighting,Activision,56
Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,
Felony 11-79,PS,1997,Racing,ASCII Entertainment,
Machinarium,PC,2009,Adventure,Daedalic,85
Avatar: The Last Airbender,PSP,2006,Adventure,THQ,57
Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,71
